"SAS","Expired",20180407,20180408,"Expired data as of 2018-04-07"
"SAS","HISTORY_CUBE",20180417,20180418,"HISTORY_CUBE data as of 2018-04-17 for 2018-Q2-wk03"
"SAS","PRIOR_WK",20180417,20180418,"PRIOR_WK data as of 2018-04-17 for 2018-Q2-wk03"
"SAS","Renewed",20180410,20180411,"Renewed data as of 2018-04-10 for 2018-Q2-wk02"
